StudyInstanceUID,0,1,2,3,4
1.2.826.0.1.3680043.8.498.10345920039831449931197378330848752411,1.2765415,-2.267102,-0.9393618,-1.3221415,-1.3433987
1.2.826.0.1.3680043.8.498.10346297800356597517806819533374423286,-5.404071,0.653142,0.051399417,-1.2233613,-1.2059333
1.2.826.0.1.3680043.8.498.10346465881769835807312638994165139601,-3.9579113,1.1935048,-1.1023504,-0.31526133,-1.3289742
1.2.826.0.1.3680043.8.498.10346520305075101465656798204709190989,0.4527661,-0.7429756,-1.2075468,-2.258715,0.81572276
1.2.826.0.1.3680043.8.498.10347053551032356040859555552017444485,0.7397383,2.456227,0.29017973,1.3519026,2.726502
1.2.826.0.1.3680043.8.498.10347133354740204298873528852433174557,0.24155413,2.2665775,2.0197902,-1.9402422,-3.1826978
1.2.826.0.1.3680043.8.498.10348271443755807581316393027775459348,-0.6001934,1.5585413,0.63971174,-1.0294428,-1.5286841
1.2.826.0.1.3680043.8.498.10349000352665671321393340876854967780,-0.33710086,-0.40637454,2.846039,0.36195323,0.3692924
1.2.826.0.1.3680043.8.498.10349127963549242970703910774023678496,-1.0877404,0.7376666,0.35627937,-0.7290533,-2.5164301
1.2.826.0.1.3680043.8.498.10349286308134180662816773293935362715,-1.2508539,3.3573682,-1.2560757,-1.5153649,-0.8877785
1.2.826.0.1.3680043.8.498.10349383564823032471961894213120782189,3.9903002,-4.0877714,0.2944232,0.20947692,0.644228
1.2.826.0.1.3680043.8.498.10351372443233885416786423865938781091,0.12880433,1.8666141,-1.0288453,-0.082398206,-1.4967574
1.2.826.0.1.3680043.8.498.10351755756977484288591037627258463111,1.0022533,1.692877,0.85150427,2.6266432,-0.3051178
1.2.826.0.1.3680043.8.498.10351818912574298737255368452274463074,0.54504204,2.3894665,2.7070856,-1.212636,-3.966383
1.2.826.0.1.3680043.8.498.10352232352533089424317238130082837547,3.7402725,0.6687641,1.6180637,-0.28075904,0.5251756
1.2.826.0.1.3680043.8.498.10353452109395879617632038001371290672,-0.022386262,-2.5362973,4.032769,-0.64516646,3.7068007
1.2.826.0.1.3680043.8.498.10353780322705268074814032631880282271,2.9546964,0.815216,-1.6005955,-0.43187347,-2.2371235
1.2.826.0.1.3680043.8.498.10354198692105191604917946433845668743,0.018651776,4.3155284,-0.7180274,-2.6740892,1.6754333
1.2.826.0.1.3680043.8.498.10354903943376970240136180265086529633,3.5923827,3.2489989,1.0999742,1.7266575,0.08259693
1.2.826.0.1.3680043.8.498.10355458873978480724629473458996591377,-3.166513,-0.23502098,0.052916557,-2.6529064,-0.8538018
1.2.826.0.1.3680043.8.498.10356107362009536090285695614020603042,-0.51827693,-4.264651,0.46426836,-1.066074,0.9738157
1.2.826.0.1.3680043.8.498.10356380668960218627765044660237691780,4.4444737,-0.50577575,-1.1614587,-3.1173007,0.22412586
1.2.826.0.1.3680043.8.498.10356668293507799281595250490315750205,-0.39975098,3.4001577,1.265366,0.6346821,-1.9580109
1.2.826.0.1.3680043.8.498.10356842203185679667233149374217773158,2.4404852,-3.9970999,1.1467702,2.1042428,0.73939866
1.2.826.0.1.3680043.8.498.10357068430343503008737335303955782628,2.1284285,0.023456467,-1.1569736,-1.4976116,-1.1602247
1.2.826.0.1.3680043.8.498.10357109821121236745328604877052939511,-1.2837951,3.1993005,3.6865938,-0.90567815,-1.3284127
1.2.826.0.1.3680043.8.498.10357890641950820256218637657542047443,0.5065069,3.2235336,2.1696398,1.3956443,-1.7808938
1.2.826.0.1.3680043.8.498.10358204561711719250890343008647648507,-0.428193,3.7489693,2.0526047,-0.9723939,-2.3105142
1.2.826.0.1.3680043.8.498.10358726449642187278353536043753350605,-0.8010467,5.187529,2.1413624,2.7617645,2.8120222
1.2.826.0.1.3680043.8.498.10359224793649094658779639736123854604,0.8233197,0.28520328,-0.8084275,1.8064137,2.53773
1.2.826.0.1.3680043.8.498.10359426161466671469151841505985014739,-0.20948377,0.72958493,-1.6954415,0.60612,1.8342694
1.2.826.0.1.3680043.8.498.10359540616820021955127889199188536797,-0.5865164,-3.4857998,5.0506463,-0.15224567,1.222528
1.2.826.0.1.3680043.8.498.10360180101090910056387602481803503853,-0.40421873,2.741668,-0.33360493,-0.16098626,-0.040437803
1.2.826.0.1.3680043.8.498.10361708385584905777806072992199225365,3.0254598,1.8981516,-0.97310174,2.9767435,3.3139582
1.2.826.0.1.3680043.8.498.10361726213889360297221617147966588121,-3.5750828,-0.2577154,-0.4725693,1.0474849,-0.63134426
1.2.826.0.1.3680043.8.498.10362795570268302231484269530223074525,1.8126078,1.5966028,2.5286903,0.14695254,3.1189158
1.2.826.0.1.3680043.8.498.10362801470508630403088908302910837425,0.19898108,-2.7866657,4.7965546,-0.8673128,1.5874295
1.2.826.0.1.3680043.8.498.10363582720120895503801731908259774422,0.23004395,-3.3676465,-1.8256671,0.35339355,-1.3490938
1.2.826.0.1.3680043.8.498.10363817536762582887331413567287321175,-2.6990106,0.48531604,-0.8459208,0.21354617,0.86831224
1.2.826.0.1.3680043.8.498.10363971063898277778346538099977079238,0.79818773,4.598655,2.6009035,2.9818506,-0.46233332
1.2.826.0.1.3680043.8.498.10364855182524973914782021740225056241,-0.18762897,2.7182746,0.31293115,-0.34595728,1.1996361
1.2.826.0.1.3680043.8.498.10364867408463191774997793775950031496,3.5433366,-0.8114712,1.7585509,-1.1983669,2.9847763
1.2.826.0.1.3680043.8.498.10365319284327362438182904046943770771,-0.11780706,-3.5531385,4.2977867,-0.661658,-0.44883615
1.2.826.0.1.3680043.8.498.10365664740199193285433104193838750670,0.75281227,-3.2640796,-1.5689573,1.654658,-1.6702428
1.2.826.0.1.3680043.8.498.10365745169307297635880524945053334740,-1.2959076,0.90480334,2.43697,4.692789,-0.08832591
1.2.826.0.1.3680043.8.498.10366258763627859618912948080495081531,-0.12908462,2.6366997,-1.4773438,-0.86370003,2.5581758
1.2.826.0.1.3680043.8.498.10366337769200052870957617468910067367,2.1180468,2.1510086,-2.164684,-0.5665889,1.2914627
1.2.826.0.1.3680043.8.498.10366447331385619398206960852103254441,-2.746791,-1.2907882,-0.850552,-2.0641885,-1.4859712
1.2.826.0.1.3680043.8.498.10366976894748631896732768328515660514,-1.7285107,1.1901271,-1.8403997,0.68014675,-0.34190667
1.2.826.0.1.3680043.8.498.10366986850490385080738124694780113481,0.29487166,-3.25788,1.6785775,-0.45541072,2.6466835
1.2.826.0.1.3680043.8.498.10367441674346318431181350192784292051,-2.6883538,-1.9796859,-0.7661889,-0.7279963,0.22550169
1.2.826.0.1.3680043.8.498.10367619539999001602308042208588407173,3.8168406,1.0068359,1.7264363,0.26883757,1.4508753
1.2.826.0.1.3680043.8.498.10368198711065636416068146514002021572,2.0035455,-1.7804809,1.5870636,-0.2648023,2.6444442
1.2.826.0.1.3680043.8.498.10368480089922851973746361981183987679,1.1393204,-0.7724771,-2.8081045,-2.7249794,-0.10281448
1.2.826.0.1.3680043.8.498.10369043814750477316794268749270852682,0.44302103,3.4450612,1.577149,1.8775885,-1.5059489
1.2.826.0.1.3680043.8.498.10369827397803267153246144672485091600,1.0027372,0.8673873,0.5498994,2.8166778,1.3298079
1.2.826.0.1.3680043.8.498.10370758874574386468962321364924311754,-0.13501313,-0.2341868,-3.5604472,0.9735914,-1.231352
1.2.826.0.1.3680043.8.498.10371233662555516782363272309451351782,2.9430113,-0.91843987,1.5459462,-1.595034,2.3499587
1.2.826.0.1.3680043.8.498.10371347855399270291060673019468583588,-3.5156698,1.6289171,0.9000297,-1.5364813,-1.9161798
1.2.826.0.1.3680043.8.498.10371601863955472084394588388870297279,-1.6147364,-4.10215,0.8617574,0.59947836,-0.28868398
1.2.826.0.1.3680043.8.498.10371977199782303303549290756723917455,4.396091,-3.3056686,0.5437261,-0.1943871,-0.1708788
1.2.826.0.1.3680043.8.498.10372090989608418146104517745439506820,-4.233938,-0.47231394,0.5544134,-3.2431555,0.33361357
1.2.826.0.1.3680043.8.498.10372859995142348194765586273802346405,-2.6490629,-1.0648576,-0.36444163,-1.8899655,-0.064662114
1.2.826.0.1.3680043.8.498.10373261462569372636475493172966591347,2.2967439,-4.1933103,4.9613624,0.6016029,-0.065611385
1.2.826.0.1.3680043.8.498.10373415677559344769731425120680689521,-0.6538459,2.1468291,1.1893785,1.0779265,-2.9631624
1.2.826.0.1.3680043.8.498.10373496884479237937471138411515832735,-4.4433894,-1.7191583,-1.3973178,1.1908389,-0.8551653
1.2.826.0.1.3680043.8.498.10374576032726522501586487075496286754,-0.6581362,0.59887624,0.07410224,-1.8413494,-2.9130325
1.2.826.0.1.3680043.8.498.10374702540011099260972697094371811986,-2.0283496,-1.1633086,-0.996244,-1.8566492,-0.20569177
1.2.826.0.1.3680043.8.498.10374706451852831079045305734382253945,0.6541282,0.6355972,0.014987379,0.26155928,-1.1655809
1.2.826.0.1.3680043.8.498.10375312176805524891885455109143391065,-0.92977625,-2.4273682,-2.669112,2.1510203,0.5595839
1.2.826.0.1.3680043.8.498.10375443275354474080585810824006589008,0.0027557276,-1.7809813,1.1173811,-3.0722349,0.7890191
1.2.826.0.1.3680043.8.498.10375686148716503698595513363524445576,-3.3068419,-3.1484807,-1.627661,1.5046797,-1.4724314
1.2.826.0.1.3680043.8.498.10376037787755876606463594831432735971,-1.6644409,1.1748352,0.5036715,-2.8411884,0.09781596
1.2.826.0.1.3680043.8.498.10376149047983738970471289572383374204,-1.8683403,-0.8206027,-2.4036348,3.2083793,0.8540796
1.2.826.0.1.3680043.8.498.10376686267562882694182625795795937642,-1.3552012,1.9568269,2.3659475,-0.7888229,0.40114236
1.2.826.0.1.3680043.8.498.10377897982587199927559187962060094302,-0.82554275,-2.7704506,0.8616301,-2.3569431,-0.5586124
1.2.826.0.1.3680043.8.498.10379052639301897811818901101750820924,-2.0271146,-2.986883,-0.9451475,4.1571803,-0.08766141
1.2.826.0.1.3680043.8.498.10379527057698375451362433477477924570,2.5074446,-2.183099,1.2497408,-1.8975337,0.26839587
1.2.826.0.1.3680043.8.498.10379576299762374399896488776834904853,-2.9570353,-3.251649,-2.4172378,-0.6237931,0.0007238146
1.2.826.0.1.3680043.8.498.10380297993961722316774326399754169043,2.4709976,-0.35932514,-0.30747676,-1.3420573,-0.7056621
1.2.826.0.1.3680043.8.498.10380573447466556489711578944216531154,-0.6254032,2.24144,1.4437256,0.9340098,1.6209264
1.2.826.0.1.3680043.8.498.10382937498787563393761463950685127710,-4.6852307,-1.1237223,-0.24103814,0.87075853,-0.57109606
1.2.826.0.1.3680043.8.498.10383134060241605643929589665735924463,1.0933372,1.5659297,-1.4068209,-0.8526596,1.6714847
1.2.826.0.1.3680043.8.498.10383227817353803730412036550960855934,-0.57136744,2.3015833,-2.5218456,-0.39532742,1.308015
1.2.826.0.1.3680043.8.498.10383526461057115729817007413341109384,3.370494,3.218493,-2.1289382,0.38332978,1.8734092
1.2.826.0.1.3680043.8.498.10383600669030554294892121266110554021,3.4602518,-1.6501337,-2.661684,1.1796238,0.6522243
1.2.826.0.1.3680043.8.498.10384717774553103879874450926148404850,-2.796385,3.4270203,1.4993801,0.08389735,1.13258
1.2.826.0.1.3680043.8.498.10384730580944366692736189019863532536,3.0074112,2.360448,0.33821493,-0.84686327,3.903458
1.2.826.0.1.3680043.8.498.10385781634883670347802179072855459939,0.032516077,-0.75710815,-2.0590293,-2.0237708,-1.7540405
1.2.826.0.1.3680043.8.498.10386058856318907255788951860170527847,1.000493,2.1248293,-0.9563387,2.5601232,-1.7417241
1.2.826.0.1.3680043.8.498.10386301294735349032694031085426465678,-0.14957577,3.9552655,1.1812007,-1.6619046,-1.3726243
1.2.826.0.1.3680043.8.498.10386532367115591184066364150838259867,-2.2730227,-1.173415,-2.3825917,2.6559699,-0.20602839
1.2.826.0.1.3680043.8.498.10389006520561999017546043902275906417,-1.6401993,-2.202651,-0.7223507,3.827272,-0.20456946
1.2.826.0.1.3680043.8.498.10389326439472200709576153652204658823,0.45158753,-2.2090063,-4.019906,3.4211373,-0.62311316
1.2.826.0.1.3680043.8.498.10389326972726285368333357808160219222,-0.2518841,-1.5162873,-3.3539827,0.8629635,-1.0477192
1.2.826.0.1.3680043.8.498.10389805790263741980729617685089529865,-5.399537,0.98289835,0.7806033,0.6724099,0.11627845
1.2.826.0.1.3680043.8.498.10390222521276146935364165534567008842,2.266479,0.35558856,-0.03700298,-2.8641543,-1.343355
1.2.826.0.1.3680043.8.498.10390516848601639292773817533268720578,-2.078118,2.4700878,-0.20137213,-0.98351395,-1.1658938
1.2.826.0.1.3680043.8.498.10390653756124914891513389950287574103,-0.27401942,-1.4704196,-2.3152921,-1.144032,-0.39090592
1.2.826.0.1.3680043.8.498.10391012050497115324294722072391778466,-1.934194,2.8974087,1.9785632,-2.1096978,-0.37415656
1.2.826.0.1.3680043.8.498.10391104708754777975835532952793116597,-3.354655,-2.9290848,-0.68271804,0.4492471,-1.0937402
1.2.826.0.1.3680043.8.498.10391345197157007303435288250347432904,-3.1793365,-2.2506013,-1.4352899,-1.0000664,-1.8142191
1.2.826.0.1.3680043.8.498.10392133397257744175354580471715003431,3.2276175,0.16645807,-0.4007454,-1.4778944,-0.406154
1.2.826.0.1.3680043.8.498.10392459464770191671133440658814831610,1.2035661,-1.053912,0.27878386,4.2408624,0.8723132
1.2.826.0.1.3680043.8.498.10392940929565225423203180442248552207,-3.9779325,0.8278317,-1.4921525,-2.041095,1.7909801
1.2.826.0.1.3680043.8.498.10393400850494883245658407379392773768,2.3900497,1.4704874,-2.9802828,1.131775,2.1957178
1.2.826.0.1.3680043.8.498.10393689180938051283623468738045303013,0.56775755,-2.5786893,-0.29510748,-0.41792017,-1.3007327
1.2.826.0.1.3680043.8.498.10394104668483751071282523156418350322,-5.576734,0.44415814,-0.20085739,0.58510053,0.16931142
1.2.826.0.1.3680043.8.498.10394259961822035932363836162039799635,-1.8345784,-0.37637168,-1.4500792,0.7729019,0.6637864
1.2.826.0.1.3680043.8.498.10394688451570080126713749428555671611,1.5768226,-1.8138611,-2.4309833,-0.6705946,-1.3291004
1.2.826.0.1.3680043.8.498.10395347441117360113362106473707875874,-2.2928565,-1.6351107,-0.9434475,4.7482557,0.862366
1.2.826.0.1.3680043.8.498.10395350013455998576705107702444484530,0.20762089,1.6236597,-1.8165865,-1.0450225,-0.41556966
1.2.826.0.1.3680043.8.498.10395505096154733680278168991955986999,1.315951,0.38085592,3.0966907,0.016615007,1.722629
1.2.826.0.1.3680043.8.498.10395597008097367659392523188091620239,-2.3570974,1.675219,-1.2247189,-0.4796014,-0.80496216
1.2.826.0.1.3680043.8.498.10396081418433457740681544197980810149,0.49890256,1.11253,1.9245368,-0.2533083,0.43174964
1.2.826.0.1.3680043.8.498.10396332336019287422359983215795018999,-0.5769695,0.5802057,-2.7906375,-1.4849308,-1.4716104
1.2.826.0.1.3680043.8.498.10396501969264089105427861924962615193,-3.6512885,0.8640554,-1.4446899,0.6179371,0.89110315
1.2.826.0.1.3680043.8.498.10397006679536245693566872599588023046,-0.0888523,3.3917308,0.6991441,1.4370389,1.067235
1.2.826.0.1.3680043.8.498.10397288034290132035016404862107390505,-0.98664886,-1.6510496,0.21939027,-2.1972685,2.4740796
1.2.826.0.1.3680043.8.498.10397294691537367350817975929968889355,5.1608195,-0.15625747,-1.9264398,-0.75598544,-0.6566727
1.2.826.0.1.3680043.8.498.10397473255166898538855991453441148402,2.4258046,5.393195,2.410562,1.2461896,-0.25238642
1.2.826.0.1.3680043.8.498.10397859989868913284479604924713355060,-0.47950128,4.979797,-0.7617924,-0.24466886,-0.2776515
1.2.826.0.1.3680043.8.498.10399192625524803394173913029254814874,1.842785,0.50116843,2.2786646,0.27223253,2.5030775
1.2.826.0.1.3680043.8.498.10399632057347253344543928872920210481,-0.5508497,-0.48860127,-2.454975,1.0923866,-0.5454338
1.2.826.0.1.3680043.8.498.10400014888637143216601349897096692234,2.5774589,2.3402708,0.8142853,-1.0819776,-3.6209512
1.2.826.0.1.3680043.8.498.10400437761587805367345098585741710689,-0.670276,3.3233817,-1.7719713,-0.36463213,1.8062265
1.2.826.0.1.3680043.8.498.10401116877528346369895326045702831887,2.900061,0.14591482,-3.0666769,-0.64222294,-0.23032169
1.2.826.0.1.3680043.8.498.10401965032385001808642781679508887393,0.32920793,-4.1851683,-1.4814829,3.9285212,-1.0257354
1.2.826.0.1.3680043.8.498.10403134514247287753328245990276562147,0.086941056,3.7327225,2.1669033,-2.7618575,-0.19542259
1.2.826.0.1.3680043.8.498.10403299068277254181179845285723932102,2.5137107,1.6434296,0.8058144,-1.3049762,-1.5823712
1.2.826.0.1.3680043.8.498.10403534103703080272868766063118777870,-1.7325245,0.74331105,0.3582158,-2.3186564,-3.6852973
1.2.826.0.1.3680043.8.498.10403603519002278560591732908611894966,-3.6369584,-2.5075448,-1.431116,-0.3577754,-0.5246165
1.2.826.0.1.3680043.8.498.10403643318820518980119415879496953467,-1.001056,3.9816751,0.77890307,-0.785612,3.0116198
1.2.826.0.1.3680043.8.498.10404738246511170682765574759269341382,-3.414783,0.43073538,-0.32926264,0.27575022,-0.09271829
1.2.826.0.1.3680043.8.498.10404775038179986620088578863820920121,-2.2837238,-1.2527778,-0.2611005,1.004065,0.28438574
1.2.826.0.1.3680043.8.498.10404787236443857399332094667895263581,5.2168665,-0.24709348,-1.1519184,1.0642166,-1.8268301
1.2.826.0.1.3680043.8.498.10405201628775427769063803350313906028,1.1082283,-1.1236588,0.755372,-2.4179847,-0.96288353
1.2.826.0.1.3680043.8.498.10405267024150547205814897942786407564,-0.41326943,0.6416256,1.0155778,-2.5519445,-2.0882878
1.2.826.0.1.3680043.8.498.10405376053534065506355328286818662734,3.7877932,-0.8148195,-2.168614,2.7106924,1.0283
1.2.826.0.1.3680043.8.498.10406726286403295822893503145600832780,2.6252663,2.7227867,-1.3758605,0.4586223,-0.71465915
1.2.826.0.1.3680043.8.498.10407060217582389762140297365493915410,-2.0160553,0.39264342,-2.2856383,0.5135336,0.3484801
1.2.826.0.1.3680043.8.498.10407231786177166857497785962753698022,-2.2027242,-0.5560354,-1.3380116,0.37440625,-1.5027736
1.2.826.0.1.3680043.8.498.10407723459490220782520020020080748692,2.4646235,-3.8655524,-1.6077898,0.70224756,-0.7496919
1.2.826.0.1.3680043.8.498.10407815525888341493573101082277683554,-0.50522375,2.8120503,3.2276614,2.5690386,-2.5979087
1.2.826.0.1.3680043.8.498.10408060540578445069904106953272443970,-5.0190215,-0.32890928,1.1429522,-2.0892918,-1.4454625
1.2.826.0.1.3680043.8.498.10408147226214800201872037031177308299,-3.541665,-2.717592,-0.92324555,2.2697577,-0.28965688
1.2.826.0.1.3680043.8.498.10409389258357069530420626858731822373,-1.9530697,-1.3582036,2.5885077,-0.88979954,2.0904644
1.2.826.0.1.3680043.8.498.10409750459712425281502078159273486583,3.7654219,-3.8019495,1.5853179,1.4903399,1.1871179
1.2.826.0.1.3680043.8.498.10410363973354096034088817352808660302,0.40586904,1.226951,-0.16950977,-1.6046126,-2.2527254
1.2.826.0.1.3680043.8.498.10410450007840454015918202874036769117,0.87092024,-1.6107067,0.21328035,3.8519757,1.4671091
1.2.826.0.1.3680043.8.498.10410475934472775843850641678697833261,3.1131816,-3.2944672,1.8700701,-0.23678112,1.5501184
1.2.826.0.1.3680043.8.498.10410772477247430104473908519957559757,-1.708089,2.498761,0.37575173,0.4558784,1.0346416
1.2.826.0.1.3680043.8.498.10412545043306760226296641321625482812,-1.3004035,-3.0038555,4.5661345,-0.6300327,0.7435944
1.2.826.0.1.3680043.8.498.10412638085320861319156487776473035129,0.2981021,-4.509509,-0.4422032,-1.2001575,-0.31564033
1.2.826.0.1.3680043.8.498.10413537225272594270343224831303846801,-1.3999435,-0.14550878,0.9609917,-1.9220461,-1.9991934
1.2.826.0.1.3680043.8.498.10414381426822092261907920374780346907,0.5626544,0.4012788,-1.3175198,-1.7584229,-2.1101124
1.2.826.0.1.3680043.8.498.10415247472934223110751196172226933600,2.4096503,2.6108155,1.41897,0.69629383,0.20284197
1.2.826.0.1.3680043.8.498.10415308720027778271350668511602513327,-1.371211,2.581665,-0.050989486,0.23952544,1.7409708
1.2.826.0.1.3680043.8.498.10415542661304334001312211829805867858,-0.5335531,1.6088105,-1.6724173,-1.1643095,1.7484672
1.2.826.0.1.3680043.8.498.10416110054520306200132639568057734192,-1.0749942,-0.80771464,-2.6753647,0.52096236,-0.81485903
1.2.826.0.1.3680043.8.498.10416319611378375769779880058155384981,0.5368468,-2.6016681,-0.9168918,-2.9280193,-1.0606909
1.2.826.0.1.3680043.8.498.10416459696463178592360072829686614009,-3.18929,-0.9945577,0.58240855,-2.374848,-1.5079217
1.2.826.0.1.3680043.8.498.10416632415758383346102074300702566011,-0.42744774,2.7011104,-1.4580437,0.9969198,-1.3224913
1.2.826.0.1.3680043.8.498.10416864549315389429623154500583462500,-1.9124938,0.749868,-0.11366175,-2.1326916,-2.0461962
1.2.826.0.1.3680043.8.498.10417018565829993266790063356416492121,1.5300171,1.9993379,-3.288577,1.0688552,1.1276703
1.2.826.0.1.3680043.8.498.10417150767963599005998554921495557945,0.28676724,2.0886018,-0.6324936,-1.9420018,-3.227481
1.2.826.0.1.3680043.8.498.10417592819546660616568217379504968368,-1.5259192,-0.49321097,-0.81423575,-1.2260519,0.62969375
1.2.826.0.1.3680043.8.498.10418195554339265137737541467696298156,3.1681988,2.7498422,1.904706,1.3768647,-2.8357325
1.2.826.0.1.3680043.8.498.10418567407527378875709060157399663934,1.5687371,-3.690427,-0.34623274,-0.13110535,0.5658799
1.2.826.0.1.3680043.8.498.10418613283210925929487741022024758274,-3.3863444,-2.3917618,-2.6020346,2.4059532,-0.32421863
1.2.826.0.1.3680043.8.498.10419277958511352458209866112038398655,2.7490954,-0.715539,-3.1539004,-1.6278588,1.0583222
1.2.826.0.1.3680043.8.498.10419674901402408021237476015904594631,1.0433601,2.373333,-0.1841538,-0.23006605,-0.4290627
1.2.826.0.1.3680043.8.498.10420280254345716989899639326448920225,0.13825057,1.8584002,-2.6899123,1.2906861,-0.25056908
1.2.826.0.1.3680043.8.498.10420471392018055403550252155326856066,-1.0695636,0.08500425,-0.36854896,1.0847093,-0.83669114
1.2.826.0.1.3680043.8.498.10421091426561689934532788189511576565,1.3424724,-5.5743093,1.7458373,0.45854646,0.5961716
1.2.826.0.1.3680043.8.498.10421600938345127058318441980345078818,2.5852592,-1.2342553,-0.37536365,0.50376433,1.8101869
1.2.826.0.1.3680043.8.498.10421670263470918572357933567501973078,-1.6946752,-0.7227986,-2.4249158,-1.5354999,0.55101866
1.2.826.0.1.3680043.8.498.10422257420680082690713187634712859465,-4.768573,-1.5776818,-1.3965521,1.2670752,-1.1789392
1.2.826.0.1.3680043.8.498.10422590396222152736885493764077210626,1.5868137,-0.77701086,-1.6816773,-1.1984829,0.056203254
1.2.826.0.1.3680043.8.498.10422688683248944166217463979255148238,3.0536644,1.2746269,-1.6848801,0.70365006,0.2559994
1.2.826.0.1.3680043.8.498.10422704663272046203903643616149862197,0.5586368,-0.9415194,-4.0261965,0.739047,-1.3371891
1.2.826.0.1.3680043.8.498.10422821967749285775974395932091591987,2.0224361,4.423961,1.7244558,0.53537315,-2.919855
1.2.826.0.1.3680043.8.498.10423018152846440473837453852034667030,0.30213994,-4.6323824,3.161345,-1.166968,0.97021246
1.2.826.0.1.3680043.8.498.10423082670432746963166912994591602901,-1.2991045,4.2344384,0.96723115,-3.1169624,-0.69921184
1.2.826.0.1.3680043.8.498.10423139545289091256298850927464692736,-2.6586523,4.036561,0.55820423,1.3359557,2.537432
1.2.826.0.1.3680043.8.498.10423455781095179359743289860767263609,-3.661907,-0.25036824,-0.2826701,-1.9608756,-2.3227448
1.2.826.0.1.3680043.8.498.10424094401477818159267506926409161449,-1.5856011,2.2362077,-0.7106756,-0.91634333,1.8581
1.2.826.0.1.3680043.8.498.10424236436438544352775043794827629018,0.98355556,1.7190813,0.30382273,0.5665209,1.5127494
1.2.826.0.1.3680043.8.498.10424558672010570346473840895233424637,-3.6530166,-2.813747,-0.058556166,2.3209603,-0.9793297
1.2.826.0.1.3680043.8.498.10424824758694945431782023607534056411,-3.7451377,-1.6709865,-1.2057474,2.5898108,-0.33079407
1.2.826.0.1.3680043.8.498.10425432250560001034351884331930770507,0.6520116,0.4538945,-1.683256,-0.8376381,2.2682102
1.2.826.0.1.3680043.8.498.10426075107091382547000872322783687644,-1.6784307,-3.2167556,-0.03338042,-0.1867436,2.4875426
1.2.826.0.1.3680043.8.498.10426926591352289822114762063059070713,-3.6171126,-2.3049688,-2.4530873,2.759923,-0.50514686
1.2.826.0.1.3680043.8.498.10427169675049100286948305000770983267,0.3298273,-1.0202628,-1.0418024,-2.700646,2.109643
1.2.826.0.1.3680043.8.498.10427256544934143857123456025095777871,2.6726332,-1.7958018,1.4280505,-2.279895,-0.45525742
1.2.826.0.1.3680043.8.498.10427374636977875562947938536214063786,0.8231588,0.43280149,3.4021678,0.4751193,-4.290138
1.2.826.0.1.3680043.8.498.10427491493547476976584320785867635129,-2.28103,0.92468005,-1.2595643,2.5275056,1.1837884
1.2.826.0.1.3680043.8.498.10427774920237674011754183761083579329,-2.052794,3.2174602,0.46499434,-0.24246004,2.4850051
1.2.826.0.1.3680043.8.498.10428225420883272425419281442174547216,-3.4124706,-2.6825042,3.2072845,0.23439443,1.0069988
1.2.826.0.1.3680043.8.498.10428238629692090461037054552477220512,0.19438453,1.5013545,3.2177882,-0.76413083,-2.6770935
1.2.826.0.1.3680043.8.498.10428496222015382380003478693442731125,4.25969,1.2395446,-0.17091697,-1.4768157,-0.5536847
1.2.826.0.1.3680043.8.498.10429795730309006902082001507237397968,4.1191425,0.68316114,2.0250294,-0.67901397,0.51195616
1.2.826.0.1.3680043.8.498.10429952779604163385285698440206402244,-3.54463,-2.3959823,-0.1866176,1.2765208,-0.79802203
1.2.826.0.1.3680043.8.498.10430002691090994987808402482241604161,1.1757836,1.2730792,0.92110354,2.0684323,1.0980847
1.2.826.0.1.3680043.8.498.10430323232612601671326086104848422485,-1.1997652,3.9452534,0.9164645,-1.5562606,0.6500509
1.2.826.0.1.3680043.8.498.10430827360153385221363520446067414475,4.2764626,-0.7148988,1.1604749,-1.056997,-3.7887542
1.2.826.0.1.3680043.8.498.10431831793178908072449054791299567566,-0.65312445,-2.7596102,0.4944971,-1.4625278,2.2352026
1.2.826.0.1.3680043.8.498.10432357536758352463076104760099370553,-1.7505289,0.5046945,-1.4326234,0.45900524,1.5609529
1.2.826.0.1.3680043.8.498.10432651355661511328026587301977788102,1.1347591,-0.31213015,-1.4285369,3.2646253,1.4306325
1.2.826.0.1.3680043.8.498.10432721475418610192656780419128515814,-0.797166,1.1810275,1.0152451,-0.8831872,-1.187705
1.2.826.0.1.3680043.8.498.10432971388721020588996334080444675400,-2.1826515,-3.2017293,-1.4613292,-0.44838777,-0.21365711
1.2.826.0.1.3680043.8.498.10433094749939797171538477949786733474,1.5079226,-0.5583237,2.386911,4.100163,0.5262996
1.2.826.0.1.3680043.8.498.10433257165507251387725192205161130494,1.0205871,0.45966315,3.0403986,-1.6885675,0.6816617
1.2.826.0.1.3680043.8.498.10433605437652544784492646717939015872,-1.9790646,0.5097372,0.7176481,-2.059554,0.8187623
1.2.826.0.1.3680043.8.498.10433895138906259833384253959347571967,4.818294,-2.649952,-1.4661294,-0.29517192,-1.1547217
1.2.826.0.1.3680043.8.498.10434262908076706097183044665882891873,-2.0452275,-2.39428,-2.9307213,2.3257327,-0.37201178
1.2.826.0.1.3680043.8.498.10435487911207698755788507605385911122,1.2454056,-0.8861726,-1.8683634,-2.054419,-1.0477878
1.2.826.0.1.3680043.8.498.10436535018391966096586638709362436765,0.02031529,-2.974747,5.6097984,1.4622378,0.6847834
